ID,Gender,Race,Age_at_Release,Residence_PUMA,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years,Recidivism_Arrest_Year1,Recidivism_Arrest_Year2,Recidivism_Arrest_Year3
116,M,WHITE,48 or older,16,false,8,,Less than HS diploma,3 or more,,Less than 1 year,10 or more,6 or more,3 or more,5 or more,1,5 or more,true,false,3 or more,4 or more,false,3 or more,0,true,false,false,false,false,true,false,false,false,false,false,false,0,10 or more,0,2,19.66666667,0,0,0,0,1,2,false,false,false,false,false
117,M,BLACK,48 or older,16,false,4,Specialized,High School Diploma,3 or more,Property,Greater than 2 to 3 years,10 or more,6 or more,3 or more,5 or more,2,4,true,true,3 or more,1,true,3 or more,1,false,false,false,false,false,true,true,true,false,false,false,false,0,0,0,2,121.75,0,0,0,0,0.159137577,0.375,true,true,true,false,false
119,M,BLACK,48 or older,16,false,1,Standard,Less than HS diploma,0,Drug,Less than 1 year,9,6 or more,3 or more,3,3,5 or more,false,false,2,4 or more,false,0,2 or more,true,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,,,,,,0.318376068,0.780448718,true,false,false,false,false
121,M,BLACK,38-42,5,false,,,At least some college,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,9,6 or more,2,5 or more,1,5 or more,true,true,3 or more,4 or more,true,3 or more,1,false,false,false,true,false,false,false,false,false,false,false,false,0,0,1,1,14.375,0,0,0,0,0.617391304,1,false,false,false,false,false
122,M,BLACK,33-37,3,false,5,,High School Diploma,3 or more,,1-2 years,5,6 or more,0,2,4,5 or more,false,false,2,4 or more,false,1,2 or more,true,false,false,false,false,false,true,false,false,false,false,false,0,0,0,0,,,,,,0.815384615,0.624358974,false,false,false,false,false
124,M,WHITE,33-37,22,false,10,Specialized,High School Diploma,0,Other,Greater than 2 to 3 years,10 or more,5,1,5 or more,2,3,false,true,1,3,true,3 or more,2 or more,true,true,true,true,false,true,true,false,false,true,false,false,0,0,0,3 or more,55.57894737,0,0,0.052631579,0,1,1.383522727,true,true,false,false,true
125,M,WHITE,48 or older,1,false,6,High,High School Diploma,2,Property,Greater than 2 to 3 years,10 or more,6 or more,3 or more,5 or more,0,5 or more,false,false,3 or more,4 or more,true,3 or more,0,true,false,false,false,false,true,true,false,false,false,false,false,4 or more,0,0,1,,0,0,0,0,0,0,false,false,false,false,false
126,M,WHITE,33-37,11,true,10,Specialized,High School Diploma,3 or more,Property,Greater than 2 to 3 years,8,6 or more,0,5 or more,1,2,false,false,3 or more,2,false,3 or more,1,true,false,false,false,true,true,false,false,false,true,false,true,0,7,3 or more,3 or more,47.93333333,0.200000003,0,0,0,0.970792768,0.507997218,false,true,false,false,true
127,F,WHITE,38-42,16,,6,High,At least some college,3 or more,Drug,1-2 years,9,4,1,3,4,3,false,false,3 or more,1,false,1,2 or more,true,false,false,false,false,true,false,false,false,false,false,false,0,9,0,0,48.55555556,0,0,0,0,1,1.671624714,false,false,false,false,false
128,M,WHITE,48 or older,16,false,5,High,High School Diploma,1,Property,More than 3 years,6,4,1,5 or more,0,0,true,false,3 or more,4 or more,true,3 or more,0,false,true,false,true,false,false,false,false,false,false,false,false,4 or more,5,0,2,37.32142857,0,0.035714287,0.035714287,0,0.411483254,0.699043062,false,true,false,true,false
129,M,WHITE,33-37,16,false,6,Standard,High School Diploma,3 or more,Property,Less than 1 year,6,6 or more,0,3,3,5 or more,false,false,1,4 or more,false,3 or more,2 or more,true,false,false,false,false,true,false,true,false,false,false,false,2,6,3 or more,3 or more,80.6,0,0,0.200000003,0,0.109181141,0.906327543,false,true,true,false,false
130,M,WHITE,33-37,16,false,6,Standard,High School Diploma,2,Other,Greater than 2 to 3 years,10 or more,6 or more,1,3,4,5 or more,false,false,3 or more,4 or more,false,1,2 or more,true,false,false,true,false,true,true,false,false,false,false,false,0,5,1,1,10.4,0,0,0,0,1,2,false,true,true,false,false
131,F,BLACK,43-47,5,,8,Standard,Less than HS diploma,2,Violent/Non-Sex,1-2 years,1,2,1,0,0,2,false,false,1,0,true,0,0,false,false,false,false,false,true,false,true,false,false,false,false,0,4,0,0,40,0,0,0,0,0,0,false,true,false,true,false
133,F,WHITE,48 or older,12,,10,Specialized,At least some college,0,,1-2 years,10 or more,6 or more,1,5 or more,5 or more,3,false,true,3 or more,4 or more,false,3 or more,2 or more,true,false,false,true,false,true,false,false,false,false,false,false,0,10 or more,0,1,81.60869565,0,0,0,0,0.457112413,0.389184869,true,true,false,true,false
134,F,BLACK,33-37,16,,8,Specialized,Less than HS diploma,3 or more,Property,1-2 years,9,4,0,5 or more,1,5 or more,false,false,3 or more,4 or more,false,3 or more,1,true,false,false,false,false,true,true,false,false,false,false,false,0,10 or more,2,3 or more,19.76,0,0.079999998,0,0,0.74291498,0.73937247,true,false,false,false,false
135,F,WHITE,38-42,23,,10,Specialized,High School Diploma,0,Drug,More than 3 years,10 or more,6 or more,0,5 or more,1,2,false,false,3 or more,4 or more,false,3 or more,0,true,false,false,false,false,true,true,true,true,false,false,false,0,3,0,1,123.0555556,0,0,0,0,0.296613995,0.16489842,false,true,false,false,true
137,M,WHITE,33-37,12,false,5,Standard,Less than HS diploma,3 or more,Property,Less than 1 year,5,5,1,2,1,5 or more,true,false,2,2,false,2,1,true,false,false,false,false,true,true,true,false,false,false,false,0,0,0,0,,,,,,1,2,false,true,true,false,false
139,M,WHITE,33-37,6,false,8,High,High School Diploma,0,Other,More than 3 years,7,5,0,0,5 or more,5 or more,false,false,2,2,false,0,2 or more,true,false,true,true,false,true,true,false,false,true,false,false,2,0,0,0,13.6,0,0,0,0,1,2,false,true,true,false,false
141,F,WHITE,43-47,16,,9,Specialized,High School Diploma,3 or more,Drug,Greater than 2 to 3 years,6,4,0,1,2,4,false,false,3 or more,2,false,1,2 or more,true,false,false,false,false,true,false,false,false,false,false,false,2,10 or more,3 or more,3 or more,3.152317881,0.022075055,0,0.008830022,0.006622517,1,0.767331933,false,false,false,false,false
142,M,BLACK,33-37,5,false,,,High School Diploma,3 or more,Drug,Less than 1 year,6,4,1,0,5 or more,5 or more,false,false,1,2,false,0,2 or more,true,false,false,true,false,false,false,false,false,false,true,false,0,0,0,0,,,,,,0,0,false,false,false,false,false
143,M,BLACK,48 or older,16,false,6,,High School Diploma,0,Violent/Non-Sex,1-2 years,10 or more,6 or more,3 or more,5 or more,4,5 or more,true,false,3 or more,2,false,3 or more,1,true,false,false,true,false,false,false,false,false,false,false,false,0,10 or more,3 or more,0,,,,,,0,0,true,true,true,false,false
144,M,BLACK,48 or older,8,false,4,,Less than HS diploma,0,Property,Greater than 2 to 3 years,10 or more,3,0,5 or more,3,5 or more,false,false,3 or more,2,false,3 or more,2 or more,true,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,383.5,0,0,0,0,1,0.952411995,false,false,false,false,false
145,M,WHITE,43-47,14,false,5,Standard,At least some college,1,Violent/Non-Sex,More than 3 years,5,6 or more,3 or more,3,0,2,true,true,2,1,true,1,0,false,false,false,false,false,false,false,false,false,false,false,false,0,7,0,0,45.08333333,0,0,0,0,0.924214418,1.350277264,false,true,false,true,false
146,M,WHITE,38-42,17,false,8,High,High School Diploma,0,Property,Less than 1 year,10 or more,6 or more,1,5 or more,1,5 or more,false,false,3 or more,3,false,3 or more,0,true,false,false,false,true,true,true,false,false,false,false,false,0,0,0,0,,,,,,1,2,false,false,false,false,false
148,F,WHITE,38-42,16,,3,Standard,High School Diploma,0,Property,Less than 1 year,10 or more,3,1,5 or more,0,5 or more,false,false,3 or more,2,false,3 or more,0,false,false,false,false,true,true,false,true,false,false,false,false,0,0,0,1,13.3902439,0,0,0,0,0,0,true,true,false,true,false
149,M,BLACK,28-32,8,false,7,High,High School Diploma,1,,More than 3 years,10 or more,6 or more,0,0,5 or more,4,false,true,3 or more,3,false,0,2 or more,true,false,true,false,false,false,false,false,false,false,false,false,0,7,1,2,75.90909091,0,0,0,0,1,1.749700599,false,false,false,false,false
151,M,BLACK,33-37,4,true,5,Standard,Less than HS diploma,1,Violent/Non-Sex,More than 3 years,6,5,2,2,2,5 or more,false,false,3 or more,1,true,1,1,false,false,false,false,false,true,true,false,false,true,false,true,4 or more,4,0,0,,0.25,0,0,0,0,0,false,false,false,false,false
152,M,BLACK,33-37,4,false,4,Standard,High School Diploma,0,Drug,More than 3 years,3,0,0,0,2,1,false,true,2,1,false,0,2 or more,false,false,false,false,false,true,false,false,false,false,false,false,0,10 or more,1,0,,0.050000001,0,0,0,,,false,false,false,false,false
153,M,BLACK,48 or older,4,false,2,Specialized,Less than HS diploma,0,Property,More than 3 years,10 or more,6 or more,2,5 or more,1,5 or more,false,false,3 or more,2,true,3 or more,0,false,false,false,false,false,true,true,false,true,false,true,true,3,0,0,0,17.3,0.050000001,0,0,0,0.329479769,1,false,false,false,false,false
155,M,BLACK,38-42,4,true,5,High,High School Diploma,3 or more,Other,Less than 1 year,7,6 or more,3 or more,2,2,5 or more,true,true,3 or more,4 or more,true,1,1,true,false,true,false,false,false,true,false,false,true,true,false,0,10 or more,3 or more,0,70.2,0.200000003,0.400000006,0,0,0.555555556,2,false,true,false,true,false
156,M,WHITE,33-37,4,false,5,Standard,High School Diploma,3 or more,Drug,Less than 1 year,8,6 or more,3 or more,3,3,5 or more,false,true,2,4 or more,true,1,1,true,true,true,false,false,true,false,false,false,false,false,false,0,0,0,0,,,,,,0,0,false,false,false,false,false
158,M,BLACK,48 or older,4,false,3,,High School Diploma,3 or more,Property,Greater than 2 to 3 years,10 or more,6 or more,3 or more,5 or more,2,5 or more,false,false,3 or more,4 or more,true,3 or more,0,true,false,false,false,false,true,true,false,false,true,true,true,1,10 or more,1,0,208.75,0,0,0,0,1,1.312275449,false,true,false,true,false
161,M,BLACK,43-47,3,false,6,High,High School Diploma,0,Drug,1-2 years,10 or more,5,3 or more,3,3,5 or more,false,false,3 or more,1,true,3 or more,0,true,false,true,false,false,true,true,true,false,false,false,false,0,0,0,0,170.75,0,0,0,0,0,0,false,true,true,false,false
162,M,BLACK,43-47,6,false,2,Standard,At least some college,3 or more,Drug,Less than 1 year,3,6 or more,2,0,4,1,false,true,1,2,true,0,2 or more,false,false,false,false,false,true,false,false,false,false,false,false,0,1,0,0,7.375,0,0,0,0,0.406779661,1,false,false,false,false,false
163,M,BLACK,48 or older,16,false,10,Specialized,At least some college,1,Property,More than 3 years,10 or more,0,0,5 or more,1,4,false,false,3 or more,0,false,3 or more,0,true,false,false,true,false,true,false,false,false,false,false,false,0,10 or more,3 or more,0,7.4,0,0.022222223,0,0,0.384384384,3,true,true,true,false,false
164,F,WHITE,33-37,23,,3,Standard,At least some college,2,Property,Less than 1 year,10 or more,6 or more,0,5 or more,2,4,false,false,3 or more,4 or more,false,3 or more,0,true,false,false,false,false,true,false,false,false,true,true,true,4 or more,10 or more,0,0,17.86363636,0,0.045454547,0,0,0.544529262,1.858778626,false,true,false,false,true
166,M,WHITE,43-47,12,false,6,Standard,High School Diploma,2,,1-2 years,10 or more,6 or more,0,2,5 or more,5 or more,false,true,3 or more,4 or more,false,2,2 or more,true,false,true,false,true,true,true,true,false,false,false,false,4 or more,1,0,0,119,0.142857149,0,0.142857149,0,0,0,false,true,false,true,false
168,M,BLACK,48 or older,14,false,2,Standard,High School Diploma,2,Other,Less than 1 year,4,6 or more,0,0,0,3,false,false,1,4 or more,false,0,0,true,false,false,false,false,true,false,false,false,false,false,false,0,0,0,0,47.7,0,0,0,0,0,0,false,true,false,false,true
170,M,WHITE,48 or older,2,false,8,Specialized,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,10 or more,3,3 or more,5 or more,1,3,false,true,3 or more,3,true,3 or more,0,true,false,false,false,false,false,false,false,true,true,false,false,0,1,0,3 or more,15.22222222,0,0,0,0,0.839416058,1.777372263,false,true,false,true,false
172,M,BLACK,38-42,6,false,4,Standard,At least some college,1,Other,Less than 1 year,7,5,1,2,3,5 or more,false,false,2,2,true,2,2 or more,false,false,false,false,true,true,false,false,false,false,false,false,0,0,0,0,62.8,0,0,0,0,0,0,false,true,false,true,false
173,M,BLACK,28-32,4,false,6,Specialized,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,9,6 or more,2,5 or more,0,5 or more,true,false,3 or more,4 or more,true,3 or more,0,false,true,false,false,false,true,false,true,true,true,false,false,4 or more,5,0,3 or more,101.375,0.125,0,0,0,0.950678175,0.450369914,true,true,false,false,true
174,M,WHITE,38-42,16,false,4,Standard,High School Diploma,0,Violent/Non-Sex,1-2 years,4,6 or more,3 or more,0,1,4,true,false,3 or more,4 or more,true,0,1,true,true,false,false,false,true,true,true,false,false,false,false,0,6,0,0,32.83333333,0,0,0,0,0,0,false,true,false,true,false
176,F,WHITE,33-37,3,,10,Specialized,At least some college,3 or more,Property,1-2 years,10 or more,2,0,5 or more,0,5 or more,false,false,3 or more,4 or more,false,3 or more,0,true,false,false,false,true,true,true,false,false,false,false,false,4 or more,7,0,3 or more,,0.059999999,0.059999999,0,0.039999999,0,,false,false,false,false,false
177,M,BLACK,38-42,4,true,5,Standard,Less than HS diploma,3 or more,Property,Greater than 2 to 3 years,10 or more,6 or more,3 or more,5 or more,2,5 or more,false,true,3 or more,4 or more,true,3 or more,1,true,false,true,false,true,true,true,false,false,false,false,false,0,0,0,3 or more,,,,,,1,1,false,true,true,false,false
180,M,BLACK,43-47,4,false,3,,Less than HS diploma,0,Property,Less than 1 year,10 or more,6 or more,0,5 or more,0,5 or more,false,false,3 or more,3,false,3 or more,0,true,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,169.5,0,0,0,0,0.755162242,2,false,true,false,false,true
181,M,WHITE,28-32,12,true,6,High,High School Diploma,1,Violent/Non-Sex,1-2 years,6,5,1,2,3,5 or more,false,false,1,1,true,1,2 or more,true,false,true,false,true,true,true,true,false,false,false,false,2,0,0,0,55,0.5,0,0.5,0,1,1,false,true,true,false,false
183,M,WHITE,28-32,12,false,8,High,At least some college,1,Violent/Non-Sex,1-2 years,8,6 or more,1,0,5 or more,4,true,false,3 or more,2,true,0,2 or more,true,false,false,false,false,true,false,true,false,false,false,false,4 or more,0,0,0,115.7142857,0,0,0,0,0,0,false,false,false,false,false
184,M,WHITE,28-32,14,false,5,Specialized,High School Diploma,2,Violent/Non-Sex,Greater than 2 to 3 years,6,6 or more,3 or more,3,3,5 or more,true,true,3 or more,4 or more,true,2,2 or more,true,true,true,false,false,true,true,true,true,false,false,false,0,10 or more,0,2,22.23076923,0,0,0,0,1,2,false,true,true,false,false
185,M,BLACK,33-37,4,false,4,Standard,High School Diploma,0,Violent/Non-Sex,Less than 1 year,10 or more,6 or more,3 or more,0,3,5 or more,false,false,3 or more,4 or more,true,0,2 or more,true,false,false,false,false,false,false,true,false,true,false,false,0,2,0,0,81.5,0,0,0,0,0,0,false,true,true,false,false
186,M,BLACK,33-37,4,false,9,Specialized,Less than HS diploma,0,,More than 3 years,10 or more,6 or more,0,0,5 or more,5 or more,false,true,2,4 or more,false,0,2 or more,true,false,true,true,false,false,false,false,false,false,true,false,0,9,3 or more,2,173.7777778,0.222222224,0,0,0,0.425191816,0.700607417,false,true,false,false,true
187,M,WHITE,33-37,16,false,7,High,At least some college,2,Violent/Non-Sex,Less than 1 year,4,5,1,2,0,4,false,false,1,2,true,2,0,true,false,false,false,true,true,false,true,false,false,false,false,0,10 or more,0,2,30.5,0.083333336,0,0,0,1,1.995901639,false,true,true,false,false
188,F,WHITE,28-32,16,,10,Standard,High School Diploma,1,Drug,Less than 1 year,10 or more,3,0,3,3,5 or more,false,true,3 or more,3,true,3 or more,1,true,false,true,false,true,true,true,false,false,false,false,false,0,0,0,2,,,,,,1,1.892487047,false,true,false,false,true
189,M,BLACK,33-37,6,true,7,High,High School Diploma,3 or more,Other,Less than 1 year,10 or more,6 or more,1,5 or more,5 or more,5 or more,true,true,2,4 or more,true,0,2 or more,true,false,true,false,true,true,false,false,false,false,false,false,0,6,0,1,19,0.100000001,0,0,0,1,2,false,false,false,false,false
190,M,BLACK,38-42,4,false,8,High,High School Diploma,2,Drug,1-2 years,9,6 or more,0,1,5 or more,4,false,true,3 or more,4 or more,false,0,2 or more,true,false,true,true,false,true,false,false,false,false,true,false,0,0,0,0,83.33333333,0,0,0,0,1,2.1915,false,true,false,false,true
191,M,WHITE,28-32,16,false,6,Standard,High School Diploma,3 or more,Property,1-2 years,10 or more,6 or more,1,5 or more,1,5 or more,false,false,3 or more,4 or more,false,3 or more,0,true,false,false,false,false,true,true,true,true,true,true,true,4 or more,1,2,2,,,,,,0,0,false,true,true,false,false
192,M,BLACK,38-42,4,false,6,Specialized,Less than HS diploma,3 or more,Violent/Non-Sex,More than 3 years,10 or more,6 or more,3 or more,5 or more,1,5 or more,false,false,3 or more,4 or more,true,3 or more,1,true,false,false,false,false,false,false,false,true,true,false,true,0,0,0,0,96,0,0,0,0,0,0,false,true,false,true,false
194,M,WHITE,48 or older,16,false,5,Standard,Less than HS diploma,1,Property,Greater than 2 to 3 years,10 or more,6 or more,1,5 or more,1,5 or more,true,false,3 or more,4 or more,false,3 or more,1,true,false,false,false,true,true,true,true,false,false,false,false,0,6,0,1,,,,,,1,2,true,false,false,false,false
195,M,WHITE,33-37,16,false,4,Specialized,High School Diploma,3 or more,Violent/Sex,Greater than 2 to 3 years,3,6 or more,1,0,0,5 or more,false,false,0,1,false,0,0,false,false,false,false,true,false,false,true,false,false,false,false,0,0,0,1,22.5,0,0,0,0,0.762962963,3,false,true,true,false,false
196,F,WHITE,43-47,16,,5,Standard,High School Diploma,2,Property,Less than 1 year,0,6 or more,0,4,0,2,false,false,0,4 or more,false,3 or more,0,false,false,false,false,false,true,false,false,false,false,false,false,0,5,0,0,86.33333333,0,0,0,0,0.459459459,1,true,false,false,false,false
197,M,WHITE,33-37,16,false,6,Standard,High School Diploma,2,Drug,1-2 years,7,2,0,3,3,2,true,false,2,1,true,1,1,false,true,false,true,false,true,true,true,false,false,false,false,3,0,0,2,46.33333333,0,0,0,0,0.352517986,2.102158273,false,true,true,false,false
199,F,WHITE,43-47,4,,5,Standard,At least some college,0,,More than 3 years,9,0,0,5 or more,0,0,false,false,3 or more,0,false,3 or more,0,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,1,,,,,,0.768055556,0.507291667,false,false,false,false,false
200,M,WHITE,23-27,17,true,5,Standard,Less than HS diploma,2,Drug,Less than 1 year,5,2,2,0,3,3,true,false,1,1,true,0,2 or more,false,false,false,false,false,true,true,false,false,false,false,false,0,0,2,0,17.66666667,0,0,0,0,1,1,false,true,true,false,false
